"label","id","genus","species","species_reference","lifestyle","habitat_reference","terrane","country","province","locality","site","siteN","type_locality","latitude","longitude","elevation","SIA","BDNF","NXC1","CYTB","ND4","tiplabsite","label_clean","oldgenus","gensp","reference","fontface","outgroup","gcol"
"BPBM17980_Auparoparo_matawan","BPBM17980","Auparoparo","matawan","Kraus 2016","arboreal","Kraus 2016","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"type locality",-10.0226449,149.5919854,1400,"MZ634726","MZ634962","MZ635197","MZ635433","MZ647876","BPBM17980-Oreophryne_B_matawan-Bunisi-Mt._Simpson_Massif","BPBM17980 Auparoparo matawan","Oreophryne B","Auparoparo matawan",FALSE,"italic",FALSE,"#000075"
"BPBM20128_Barygenys_exsul","BPBM20128","Barygenys","exsul","Zweifel 1963","fossorial","Kohler & Gunther 2008","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Gobubob",76,"near type locality/ Abaleti, Rossel Island (AoW)",-11.33537,154.2247,280,"MZ634735","MZ634970","MZ635207","MZ635441","MZ647886","BPBM20128-Barygenys_exsul-Gobubob-Rossel_Island","BPBM20128 Barygenys exsul","Barygenys","Barygenys exsul",TRUE,"bold.italic",FALSE,"#FFC800"
"BPBM22789_Oreophryne_parkopanorum","BPBM22789","Oreophryne","parkopanorum","Kraus 2013","arboreal","Kraus 2013","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"type locality",-3.3772645,142.518018,1220,"MZ634728","MZ634964","MZ635199","MZ635435","MZ647878","BPBM22789-Oreophryne_A_parkopanorum-Camp_2-Torricelli_Mts.","BPBM22789 Oreophryne parkopanorum","Oreophryne A","Oreophryne parkopanorum",FALSE,"italic",FALSE,"#0059FF"
"BPBM21474_Xenorhina_adisca","BPBM21474","Xenorhina","adisca","Kraus & Allison 2003","fossorial","Kraus & Allison 2003","fold","Indonesia","Fakfak Div.","Puncak Jaya Massif","Site 15",6,"type locality",-4.14009,137.09782,2200,"MZ634729","MZ634965","MZ635200","MZ635436","MZ647879","BPBM21474-Xenorhina_adisca-Site_15-Puncak_Jaya_Massif","BPBM21474 Xenorhina adisca","Xenorhina","Xenorhina adisca",FALSE,"italic",FALSE,"#964B00"
"BPBM22685_Choerophryne_rostellifer","BPBM22685","Choerophryne","rostellifer","Menzies 1977","scansorial","AA field notes","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"",-3.38074,142.51548,1120,"MZ634731","MZ634966","MZ635203","MZ635437","MZ647882","BPBM22685-Choerophryne_rostellifer-Camp_2-Torricelli_Mts.","BPBM22685 Choerophryne rostellifer","Choerophryne","Choerophryne rostellifer",FALSE,"italic",FALSE,"#B1FF00"
"UMMZ211174_Dyscophis_antongilli","UMMZ211174","Dyscophis","antongilli","Boulenger 1882","","","notpng","Madagascar","Alaotra-Mangoro","Madagascar","Toamasina",NA,"",NA,NA,NA,"MZ634732","MZ634967","MZ635204","MZ635438","MZ647883","UMMZ211174-Dyscophis_antongilli-Toamasina-Madagascar","UMMZ211174 Dyscophis antongilli","Dyscophis","Dyscophis antongilli",FALSE,"italic",TRUE,"#d3d3d3"
"UMMZ211181_Platypelis_grandis","UMMZ211181","Platypelis","grandis","","","","notpng","Madagascar","Sava","Madagascar","Sambava",NA,"",NA,NA,NA,"MZ634733","MZ634968","MZ635205","MZ635439","MZ647884","UMMZ211181-Platypelis_grandis-Sambava-Madagascar","UMMZ211181 Platypelis grandis","Platypelis","Platypelis grandis",FALSE,"italic",TRUE,"#d3d3d3"
"UMMZ219489_Scaphiophryne_marmorata","UMMZ219489","Scaphiophryne","marmorata","Boulenger 1882","","","notpng","Madagascar","Melaky","Madagascar","Antsalova",NA,"",NA,NA,NA,"MZ634734","MZ634969","MZ635206","MZ635440","MZ647885","UMMZ219489-Scaphiophryne_marmorata-Antsalova-Madagascar","UMMZ219489 Scaphiophryne marmorata","Scaphiophryne","Scaphiophryne marmorata",FALSE,"italic",TRUE,"#d3d3d3"
"BPBM19236_Callulops_bicolor","BPBM19236","Callulops","bicolor","Kraus 2019","fossorial","Kraus 2019","epct","Papua New Guinea","Central Province","Mt. Obree","Siruohu",42,"",-9.4433876,148.0072661,1560,"MZ634744","MZ634979","MZ635216","MZ635449","MZ647894","BPBM19236-Callulops_bicolor-Siruohu-Mt._Obree","BPBM19236 Callulops bicolor","Callulops","Callulops bicolor",FALSE,"italic",FALSE,"#F4FF00"
"ZMB74609_Asterophrys_senglaubi","ZMB74609","Asterophrys","senglaubi","Gunther 2010","fossorial","Gunther 2010","vogelkop","Indonesia","Papua Province","Fakfak Mts.","Fakfak 16km N",2,"near type locality/ near the Fakfak Town-Kokas road 2° 47′ S and 132° 16′ E (AoW)",-2.78333,132.26666,860,"MZ634736","MZ634971","MZ635208","MZ635442","MZ647887","ZMB74609-Asterophrys_senglaubi-Fakfak_16km_N-Fakfak_Mts.","ZMB74609 Asterophrys senglaubi","Asterophrys","Asterophrys senglaubi",FALSE,"italic",FALSE,"#FF4300"
"ZMB70535_Asterophrys_eurydactylus","ZMB70535","Asterophrys","eurydactylus","Gunther 2009","fossorial","Gunther 2009","vogelkop","Indonesia","Papua Province","Fakfak Mts.","Danowaria",1,"type locality",-2.78333,132.26666,600,"MZ634737","MZ634972","MZ635209","MZ635443","MZ647888","ZMB70535-Asterophrys_eurydactylus-Danowaria-Fakfak_Mts.","ZMB70535 Asterophrys eurydactylus","Asterophrys","Asterophrys eurydactylus",FALSE,"italic",FALSE,"#FF4300"
"ZMB70187_Asterophrys_cf__marani","ZMB70187","Asterophrys","cf. marani","Gunther 2009","arboreal","Gunther 2009","vogelkop","Indonesia","Papuan Province","Wondiwoi Mts.","Site 2",4,"",-2.933333,134.633333,875,"MZ634739","MZ634974","MZ635211","MZ635444","MZ647889","ZMB70187-Asterophrys_cf._marani-Site_2-Wondiwoi_Mts.","ZMB70187 Asterophrys cf. marani","Asterophrys","Asterophrys cf. marani",FALSE,"italic",FALSE,"#FF4300"
"ZMB63882_Asterophrys_marani","ZMB63882","Asterophrys","marani","Gunther 2009","arboreal","Gunther 2009","vogelkop","Indonesia","Papuan Province","Wondiwoi Mts.","Site 2",4,"Holotype",-2.933333,134.633333,875,"MZ634740","MZ634975","MZ635212","MZ635445","MZ647890","ZMB63882-Asterophrys_marani-Site_2-Wondiwoi_Mts.","ZMB63882 Asterophrys marani","Asterophrys","Asterophrys marani",FALSE,"italic",FALSE,"#FF4300"
"ZMB70185_Asterophrys_cf__marani","ZMB70185","Asterophrys","cf. marani","","arboreal","","vogelkop","Indonesia","Papuan Province","Wondiwoi Mts.","Site 2",4,"",-2.933333,134.633333,875,"MZ634741","MZ634976","MZ635213","MZ635446","MZ647891","ZMB70185-Asterophrys_cf._marani-Site_2-Wondiwoi_Mts.","ZMB70185 Asterophrys cf. marani","Asterophrys","Asterophrys cf. marani",FALSE,"italic",FALSE,"#FF4300"
"FK15527_Paedophryne_verrucosa","FK15527","Paedophryne","verrucosa","Kraus 2011","terrestrial","Kraus 2011","epct","Papua New Guinea","Milne Bay Province","Suckling Dayman Dome","Site 1",48,"type locality",-9.75802,149.18218,NA,"MZ634742","MZ634977","MZ635214","MZ635447","MZ647892","FK15527-Paedophryne_verrucosa-Site_1-Suckling_Dayman_Dome","FK15527 Paedophryne verrucosa","Paedophryne","Paedophryne verrucosa",TRUE,"bold.italic",FALSE,"#dcbeff"
"BPBM39156_Oreophryne_sp_1","BPBM39156","Oreophryne","sp.1","","arboreal","","epct","Papua New Guinea","Oro Province","Mt. Suckling","Biniguni",52,"",-9.6708,149.2779,NA,"MZ634743","MZ634978","MZ635215","MZ635448","MZ647893","BPBM39156-Oreophryne_A_sp.1-Biniguni-Mt._Suckling","BPBM39156 Oreophryne sp.1","Oreophryne A","Oreophryne sp.1",FALSE,"italic",FALSE,"#0059FF"
"BPBM16806_Callulops_robustus","BPBM16806","Callulops","robustus","Boulenger 1888","fossorial","Kohler & Gunther 2008","misima","Papua New Guinea","Milne Bay Province","Misima Island","Bwaga Bwaga ridge",68,"",-10.67395,152.68285,460,"MZ634755","MZ634990","MZ635227","MZ635460","MZ647905","BPBM16806-Callulops_robustus-Bwaga_Bwaga_ridge-Misima_Island","BPBM16806 Callulops robustus","Callulops","Callulops robustus",FALSE,"italic",FALSE,"#F4FF00"
"BPBM35836_Callulops_microtis","BPBM35836","Callulops","microtis","Werner 1901","fossorial","Werner 1901","accreted","Papua New Guinea","Madang Province","Adelbert Mts.","Samorek Village",22,"",-4.710567,145.41427,694,"MZ634745","MZ634980","MZ635217","MZ635450","MZ647895","BPBM35836-Callulops_microtis-Samorek_Village-Adelbert_Mts.","BPBM35836 Callulops microtis","Callulops","Callulops microtis",FALSE,"italic",FALSE,"#F4FF00"
"BPBM34741_Xenorhina_obesa","BPBM34741","Xenorhina","obesa","Zweifel 1960","fossorial","","accreted","Papua New Guinea","Madang Province","Adelbert Mts.","Samorek Village",22,"near type locality/ Maratambu, Adelbert Mountains (AoW)",-4.710567,145.41427,694,"MZ634746","MZ634981","MZ635218","MZ635451","MZ647896","BPBM34741-Xenorhina_obesa-Samorek_Village-Adelbert_Mts.","BPBM34741 Xenorhina obesa","Xenorhina","Xenorhina obesa",FALSE,"italic",FALSE,"#964B00"
"BPBM20532_Auparoparo_sp_3","BPBM20532","Auparoparo","sp.3","","arboreal","","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Mt. Rossel",75,"",-11.35552,154.22459,720,"MZ634747","MZ634982","MZ635219","MZ635452","MZ647897","BPBM20532-Oreophryne_B_sp.3-Mt._Rossel-Rossel_Island","BPBM20532 Auparoparo sp.3","Oreophryne B","Auparoparo sp.3",FALSE,"italic",FALSE,"#000075"
"BPBM15232_Austrochaperina_C_aff__palmipes_3","BPBM15232","Austrochaperina C","aff. palmipes.3","Zweifel 1953","semi-aquatic","Zweifel 1953","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"",-10.4970833,150.2329666,715,"MZ634748","MZ634983","MZ635220","MZ635453","MZ647898","BPBM15232-Austrochaperina_C_aff._palmipes.3-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15232 Austrochaperina C aff. palmipes.3","Austrochaperina C","Austrochaperina C aff. palmipes.3",TRUE,"bold.italic",FALSE,"#e6194B"
"BPBM20469_Auparoparo_ezra","BPBM20469","Auparoparo","ezra","Kraus & Allison 2009","arboreal","Kraus & Allison 2009","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Mt. Rio",71,"type locality",-11.5054,153.43,679.5,"MZ634749","MZ634984","MZ635221","MZ635454","MZ647899","BPBM20469-Oreophryne_B_ezra-Mt._Rio-Sudest_Island","BPBM20469 Auparoparo ezra","Oreophryne B","Auparoparo ezra",FALSE,"italic",FALSE,"#000075"
"BPBM33637_Choerophryne_murrita","BPBM33637","Choerophryne","murrita","Peloso et al. 2016","scansorial","Kraus & Allison 2009","fold","Papua New Guinea","Southern Highlands Province","Mueller Range","Subutu River",12,"near type locality/ S of Tumbutu River, Muller Range, 5.6567028°S, 142.6342342°E (AoW)",-5.6431,142.6342,NA,"MZ634750","MZ634985","MZ635222","MZ635455","MZ647900","BPBM33637-Choerophryne_murrita-Subutu_River-Mueller_Range","BPBM33637 Choerophryne murrita","Choerophryne","Choerophryne murrita",FALSE,"italic",FALSE,"#B1FF00"
